TAG;MODULE;PLANTGROUP;NPS_IN;DESIGN_MAX_PRESS_BAR;DESIGN_MIN_TEMP_NORM;OPER_NORM_TEMP_NORM;DESIGN_MAX_TEMP_NORM;TYPE_NORM;VALVE_APP_NORM;FLUID_CODE_NORM;CLUSTER_KMEANS;CLUSTER_DBSCAN
VALV-12330622;M-04;1233;2;79,013;-46;160;190;BALL;OTHER BLOCK;PC;2;-1
VALV-12330623;M-04;1233;2;79,013;-46;160;190;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330624;M-04;1233;6;79,013;-46;160;190;BALL;OTHER BLOCK;PC;2;-1
VALV-12330625;M-04;1233;6;79,013;-46;160;190;BALL;OTHER BLOCK;PC;2;-1
VALV-12330626;M-04;1233;1;79,013;-46;160;190;BALL;DRAIN/UTILITY;PC;2;4
VALV-12330629;M-06;1233;0,75;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330631;M-06;1233;2;79,01325;-46;35;310;DOUBLE BALL;PSV BLOCK INLET;PC;2;-1
VALV-12330632;M-06;1233;2;79,01325;-46;35;310;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330635;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330637;M-06;1233;1;7,11;0;35;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330638;M-04;1233;6;79,013;-46;160;190;BALL;OTHER BLOCK;PC;2;-1
VALV-12330639;M-06;1233;2;79,013;-46;35;70;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12330643;M-06;1233;6;7,11;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;4;0
VALV-12330644;M-06;1233;0,75;79,01325;-46;35;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330645;M-06;1233;10;79,01325;-46;147;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12330646;M-06;1233;1,5;19,16325;5;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330647;M-06;1233;1,5;79,01325;-46;23;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330648;M-06;1233;3;79,01325;-46;35;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330652;M-06;1233;2;79,013;-46;35;70;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12330653;M-06;1233;3;19,463;0;55;85;GLOBE;MANUAL CONTROL;W;4;-1
VALV-12330655;M-04;1233;2;79,013;-46;160;190;BALL;OTHER BLOCK;PC;2;-1
VALV-12330656;M-04;1233;2;79,013;-46;160;190;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330658;M-06;1233;1,5;19,16325;5;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330659;M-04;1233;1;79,01325;-46;160;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330660;M-06;1233;0,75;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330664;M-06;1233;1,5;79,01325;-46;23;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330666;M-06;1233;2;79,01325;-46;35;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330667;M-04;1233;1;79,013;-46;160;190;BALL;DRAIN/UTILITY;PC;2;4
VALV-12330669;M-06;1233;3;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330670;M-04;1233;6;79,01325;-46;160;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330671;M-06;1233;6;79,01325;-46;35;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330673;M-06;1233;2;79,01325;-46;35;310;DOUBLE BALL;BDV BLOCK;PC;2;-1
VALV-12330674;M-06;1233;2;79,01325;-46;290;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330676;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330677;M-04;1233;1;79,013;-46;25;75;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330678;M-06;1233;6;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;4;0
VALV-12330680;M-04;1233;6;79,01325;-46;160;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330681;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330682;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330683;M-06;1233;3;79,01325;-46;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330684;M-06;1233;8;79,01325;-46;35;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330685;M-04;1233;1;79,013;-46;25;75;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330686;M-06;1233;1;79,01325;-46;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330687;M-06;1233;4;19,463;0;55;85;BALL;OTHER BLOCK;W;4;0
VALV-12330688;M-06;1233;4;19,463;0;55;85;BALL;OTHER BLOCK;W;4;0
VALV-12330689;M-06;1233;3;79,01325;-46;35;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330690;M-04;1233;6;79,01325;-46;160;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330694;M-04;1233;2;79,01325;-46;160;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330695;M-04;1233;1;79,01325;-46;160;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330696;M-04;1233;1;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330698;M-04;1233;1;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330699;M-04;1233;6;79,01325;-46;160;310;BALL;BDV BLOCK;PC;2;-1
VALV-12330700;M-04;1233;3;79,01325;-46;160;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330701;M-06;1233;6;19,16325;5;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;4;0
VALV-12330703;M-06;1233;6;79,013;-46;35;70;CHECK;CHECK;PC;0;2
VALV-12330707;M-04;1233;3;79,01325;-46;160;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330708;M-04;1233;2;79,01325;-46;160;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330710;M-06;1233;1;79,01325;-46;35;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330711;M-04;1233;6;79,01325;-46;160;310;BALL;BDV BLOCK;PC;2;-1
VALV-12330712;M-04;1233;2;79,01325;-46;160;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330713;M-06;1233;3;19,16325;5;35;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330715;M-06;1233;6;19,16325;5;35;85;CHECK;CHECK;W;4;8
VALV-12330717;M-04;1233;1;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330718;M-06;1233;6;79,01325;-46;35;310;BALL;BDV BLOCK;PC;2;-1
VALV-12330721;M-04;1233;6;79,013;-46;160;190;BALL;OTHER BLOCK;PC;2;-1
VALV-12330723;M-04;1233;2;79,01325;-46;160;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330724;M-06;1233;2;79,01325;-46;290;310;DOUBLE BALL;OTHER BLOCK;PC;2;-1
VALV-12330740;M-06;1233;2;5,49325;-100;40;200;BALL;PSV BLOCK OUTLET;F;2;3
VALV-12330741;M-06;1233;2;79,01325;-46;29;70;DOUBLE BALL;PSV BLOCK INLET;PC;0;0
VALV-12330742;M-06;1233;0,75;5,49325;-100;40;200;BALL;DRAIN/UTILITY;F;2;3
VALV-12330743;M-06;1233;2;79,01325;-46;29;70;GLOBE;MANUAL CONTROL;PC;0;0
VALV-12330744;M-06;1233;2;5,49325;-100;40;200;BALL;PSV BLOCK OUTLET;F;2;3
VALV-12330746;M-06;1233;2;79,01325;-46;29;70;DOUBLE BALL;PSV BLOCK INLET;PC;0;0
VALV-12330748;M-06;1233;2;79,01325;-46;29;70;GLOBE;MANUAL CONTROL;PC;0;0
VALV-12330749;M-06;1233;0,75;5,49325;-100;40;200;BALL;DRAIN/UTILITY;F;2;3
VALV-12330756;M-04;1233;1;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330757;M-04;1233;1;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330758;M-06;1233;1,5;79,01325;-30;40;75;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330771;M-06;1233;3;79,013;-46;25;75;DOUBLE BALL;BDV BLOCK;PC;0;0
VALV-12330772;M-06;1233;1,5;79,01325;-30;40;75;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330773;M-06;1233;6;79,01325;-46;35;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330778;M-06;1233;1;79,01325;-46;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330780;M-06;1233;3;19,16325;5;35;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330782;M-06;1233;0,75;34,32325;0;130;210;GATE;DRAIN/UTILITY;HWP;2;5
VALV-12330783;M-06;1233;3;79,013;-46;25;75;BALL;OTHER BLOCK;PC;0;0
VALV-12330785;M-06;1233;3;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330786;M-06;1233;6;79,01325;-46;35;310;BALL;BDV BLOCK;PC;2;-1
VALV-12330787;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330788;M-06;1233;0,75;34,32325;0;130;210;GATE;DRAIN/UTILITY;HWP;2;5
VALV-12330792;M-06;1233;0,75;34,323;0;180;210;GATE;DRAIN/UTILITY;HWP;2;5
VALV-12330794;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330799;M-06;1233;1;79,01325;-46;35;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330801;M-06;1233;3;79,01325;-46;35;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330804;M-04;1233;0,75;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330809;M-06;1233;6;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;4;0
VALV-12330815;M-06;1233;3;79,01325;-46;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330817;M-06;1233;0,75;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330819;M-06;1233;0,75;79,01325;-46;35;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330820;M-06;1233;2;79,01325;-46;35;310;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330821;M-06;1233;2;79,01325;-46;35;310;DOUBLE BALL;OTHER BLOCK;PC;2;-1
VALV-12330824;M-04;1233;2;79,013;-46;35;190;BALL;OTHER BLOCK;PC;2;0
VALV-12330825;M-04;1233;2;79,013;-46;35;190;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330833;M-06;1233;8;79,01325;-30;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330835;M-06;1233;8;79,01325;-30;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330836;M-06;1233;2;79,01325;-30;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330837;M-06;1233;2;79,01325;-30;290;310;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330838;M-06;1233;1;79,01325;-30;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330839;M-06;1233;2;79,01325;-30;290;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330840;M-06;1233;0,75;79,01325;-30;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330846;M-06;1233;8;79,01325;-30;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330847;M-06;1233;8;79,01325;-30;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330848;M-06;1233;2;79,01325;-30;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330849;M-06;1233;2;79,01325;-30;290;310;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330850;M-06;1233;1;79,01325;-30;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330852;M-06;1233;0,75;79,01325;-30;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330857;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330858;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330859;M-06;1233;2;79,01325;-46;290;310;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330860;M-06;1233;1;79,01325;-46;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330863;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330864;M-06;1233;8;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330866;M-06;1233;1;79,01325;-46;290;310;BALL;DRAIN/UTILITY;PC;2;-1
VALV-12330869;M-06;1233;3;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330870;M-06;1233;3;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330871;M-06;1233;3;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330872;M-06;1233;3;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330877;M-06;1233;2;79,01325;-46;290;310;DOUBLE BALL;PSV BLOCK INLET;PC;2;-1
VALV-12330878;M-06;1233;2;79,01325;-46;290;310;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330879;M-06;1233;3;5,49325;-100;40;200;BALL;PSV BLOCK OUTLET;F;2;3
VALV-12330880;M-06;1233;0,75;5,49325;-100;40;200;BALL;DRAIN/UTILITY;F;2;3
VALV-12330881;M-06;1233;0,75;79,01325;-30;40;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330882;M-06;1233;0,75;79,01325;-30;40;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330886;M-06;1233;4;79,01325;-30;39;110;CHECK;CHECK;PC;0;2
VALV-12330888;M-06;1233;2;79,01325;-46;290;310;BALL;OTHER BLOCK;PC;2;-1
VALV-12330889;M-06;1233;2;79,01325;-46;290;310;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330890;M-06;1233;3;5,49325;-100;40;200;BALL;PSV BLOCK OUTLET;F;2;3
VALV-12330891;M-06;1233;0,75;5,49325;-100;40;200;BALL;DRAIN/UTILITY;F;2;3
VALV-12330895;M-04;1233;1;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330896;M-04;1233;8;79,013;-46;25;75;CHECK;CHECK;PC;0;2
VALV-12330897;M-06;1233;2;79,013;-46;35;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330898;M-06;1233;2;79,013;-46;35;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330899;M-06;1233;10;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12330900;M-06;1233;10;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12330901;M-06;1233;2;79,01325;-20;147;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;6
VALV-12330903;M-06;1233;10;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330904;M-06;1233;1,5;79,01325;-20;147;183;BALL;DRAIN/UTILITY;PC;2;4
VALV-12330905;M-06;1233;1,5;19,16325;0;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330906;M-06;1233;10;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330907;M-06;1233;12;19,16325;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330910;M-06;1233;1;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330911;M-06;1233;1,5;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330913;M-06;1233;12;19,16325;0;35;85;CHECK;CHECK;W;1;8
VALV-12330916;M-06;1233;12;19,16325;0;35;85;CHECK;CHECK;W;1;8
VALV-12330917;M-06;1233;1;19,16325;0;35;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330918;M-06;1233;10;19,16325;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330919;M-06;1233;10;19,16325;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330920;M-06;1233;1,5;79,01325;-46;23;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330922;M-06;1233;18;79,01325;-46;23;70;BALL;BDV BLOCK;PC;1;0
VALV-12330923;M-06;1233;1,5;79,01325;-46;23;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330925;M-06;1233;18;79,01325;-46;23;70;BALL;BDV BLOCK;PC;1;0
VALV-12330934;M-06;1233;18;79,01325;-46;35;70;BALL;OTHER BLOCK;PC;1;0
VALV-12330935;M-06;1233;1,5;79,01325;-46;35;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330936;M-06;1233;18;79,01325;-46;35;70;BALL;OTHER BLOCK;PC;1;0
VALV-12330937;M-06;1233;1,5;79,01325;-46;35;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330938;M-06;1233;6;79,01325;-46;23;70;BALL;BDV BLOCK;PC;0;0
VALV-12330939;M-06;1233;14;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330940;M-06;1233;1,5;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330945;M-06;1233;14;79,01325;-46;23;70;BALL;OTHER BLOCK;PC;1;0
VALV-12330946;M-06;1233;12;79,01;-30;10;70;BALL;OTHER BLOCK;P;1;0
VALV-12330947;M-06;1233;12;79,01325;-30;30;70;BALL;OTHER BLOCK;P;1;0
VALV-12330948;M-06;1233;14;79,01325;-46;147;183;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330949;M-06;1233;14;79,01325;-46;23;70;BALL;OTHER BLOCK;PC;1;0
VALV-12330950;M-06;1233;1,5;79,01325;-46;147;183;BALL;DRAIN/UTILITY;PC;2;4
VALV-12330951;M-06;1233;3;79,01325;-46;23;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12330952;M-06;1233;12;79,01325;-30;30;70;BALL;OTHER BLOCK;P;1;0
VALV-12330953;M-06;1233;12;79,01;-30;10;70;BALL;OTHER BLOCK;P;1;0
VALV-12330954;M-06;1233;1,5;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330955;M-06;1233;14;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330956;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330957;M-06;1233;0,75;5,49325;-100;40;200;BALL;DRAIN/UTILITY;F;2;3
VALV-12330958;M-06;1233;2;5,49325;-100;40;200;BALL;PSV BLOCK OUTLET;F;2;3
VALV-12330960;M-06;1233;0,75;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330962;M-06;1233;2;79,013;-46;35;183;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330963;M-06;1233;2;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;0
VALV-12330964;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330965;M-06;1233;1,5;19,16325;0;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330966;M-06;1233;1,5;19,16325;0;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330967;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330968;M-06;1233;16;79,01325;-20;147;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12330969;M-06;1233;16;79,01325;-20;147;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12330970;M-06;1233;8;19,463;0;55;85;GLOBE;MANUAL CONTROL;W;4;-1
VALV-12330971;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330972;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330973;M-06;1233;10;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330974;M-06;1233;1;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330975;M-06;1233;10;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12330976;M-06;1233;3;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330977;M-06;1233;3;79,01325;-46;25;70;DOUBLE BALL;OTHER BLOCK;PC;0;0
VALV-12330980;M-06;1233;1;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12330983;M-06;1233;2;79,013;-46;35;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330984;M-06;1233;2;79,013;-46;35;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12330985;M-06;1233;3;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330986;M-06;1233;10;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12330987;M-06;1233;1,5;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330988;M-06;1233;10;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12330990;M-06;1233;0,75;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12330991;M-06;1233;1,5;19,463;0;55;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330992;M-06;1233;1,5;19,16325;0;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12330993;M-06;1233;2;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;0
VALV-12330994;M-06;1233;2;79,013;-46;35;183;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12330997;M-06;1233;0,75;5,49325;-100;40;200;BALL;DRAIN/UTILITY;F;2;3
VALV-12330998;M-06;1233;2;5,49325;-100;40;200;BALL;PSV BLOCK OUTLET;F;2;3
VALV-12330999;M-06;1233;1,5;79,01325;-30;30;70;BALL;DRAIN/UTILITY;P;0;0
VALV-12331000;M-06;1233;3;79,01;-30;10;70;BALL;DRAIN/UTILITY;P;0;0
VALV-12331001;M-06;1233;1,5;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12331002;M-06;1233;10;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12331003;M-06;1233;3;79,01325;-46;23;70;BALL;DRAIN/UTILITY;PC;0;0
VALV-12331004;M-06;1233;0,75;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12331010;M-06;1233;2;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;0
VALV-12331011;M-06;1233;2;79,013;-46;35;183;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12331012;M-06;1233;3;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12331013;M-06;1233;10;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12331014;M-06;1233;1,5;79,013;-46;35;183;BALL;DRAIN/UTILITY;PC;2;0
VALV-12331015;M-06;1233;10;79,013;-46;35;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12331016;M-06;1233;2;79,013;-46;35;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12331017;M-06;1233;2;79,013;-46;35;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;-1
VALV-12331018;M-06;1233;0,75;5,49325;-100;40;200;BALL;DRAIN/UTILITY;F;2;3
VALV-12331019;M-06;1233;2;5,49325;-100;40;200;BALL;PSV BLOCK OUTLET;F;2;3
VALV-12331023;M-06;1233;1;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12331024;M-06;1233;3;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12331025;M-06;1233;10;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12331026;M-06;1233;10;19,463;0;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12331029;M-06;1233;1;19,463;0;55;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12331030;M-06;1233;10;19,16325;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12331031;M-06;1233;10;19,16325;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12331032;M-06;1233;1;19,16325;0;35;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12331035;M-06;1233;2;79,01325;-20;147;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;6
VALV-12331036;M-06;1233;3;79,01325;-20;147;183;BALL;DRAIN/UTILITY;PC;2;4
VALV-12331037;M-06;1233;2;79,01325;-20;147;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;6
VALV-12331046;M-06;1233;16;79,01325;-20;147;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12331047;M-06;1233;1,5;79,01325;-20;147;183;BALL;DRAIN/UTILITY;PC;2;4
VALV-12331048;M-06;1233;16;79,01325;-20;147;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12331051;M-06;1233;2;79,01325;-20;147;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;6
VALV-12331052;M-06;1233;3;79,01325;-20;147;183;BALL;DRAIN/UTILITY;PC;2;4
VALV-12331053;M-06;1233;2;79,01325;-20;147;183;DOUBLE BALL;INSTRUMENT BLOCK;PC;2;6
VALV-12331054;M-06;1233;16;79,01325;-20;147;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12331055;M-06;1233;16;79,01325;-20;147;183;BALL;OTHER BLOCK;PC;2;-1
VALV-12331056;M-06;1233;1,5;79,01325;-20;147;183;BALL;DRAIN/UTILITY;PC;2;4
VALV-12331058;M-06;1233;1;19,16325;0;35;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12331059;M-06;1233;10;19,16325;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12331060;M-06;1233;10;19,16325;0;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
VALV-12331068;M-06;1233;3;19,16325;0;35;85;BALL;DRAIN/UTILITY;W;4;0
VALV-12331088;M-04;1233;0,75;79,013;-46;35;190;BALL;DRAIN/UTILITY;PC;2;0
VALV-12331096;M-04;1233;2;79,013;-46;35;190;GLOBE;MANUAL CONTROL;PC;2;-1
VALV-12331097;M-04;1233;2;79,013;-46;35;190;BALL;OTHER BLOCK;PC;2;0
VALV-12331103;M-06;1233;1,5;19,16325;0;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
VALV-12331104;M-06;1233;1,5;19,16325;0;35;85;DOUBLE BALL;INSTRUMENT BLOCK;W;4;0
