TAG;MODULE;PLANTGROUP;NPS_IN;DESIGN_MAX_PRESS_BAR;DESIGN_MIN_TEMP_NORM;OPER_NORM_TEMP_NORM;DESIGN_MAX_TEMP_NORM;TYPE_NORM;VALVE_APP_NORM;FLUID_CODE_NORM;CLUSTER_KMEANS;CLUSTER_DBSCAN
ADV-5423001A;MAIN DECK;5423;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001B;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001C;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001D;MAIN DECK;5423;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001E;MAIN DECK;5423;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001F;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001G;MAIN DECK;5423;10;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;1;-1
ADV-5423001H;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001J;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001K;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001L;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001M;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001N;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001P;MAIN DECK;5423;6;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001Q;MAIN DECK;5423;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001R;MAIN DECK;5423;10;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;1;-1
ADV-5423001S;MAIN DECK;5423;4;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001T;MAIN DECK;5423;4;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001U;MAIN DECK;5423;2;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001V;MAIN DECK;5423;2;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001W;MAIN DECK;5423;12;18,01325;21;27;57;DIAPHRAGM VALVE;ADV;FW;1;-1
ADV-5423001X;MAIN DECK;5423;1,5;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5423001Y;MAIN DECK;5423;1,5;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001A;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001B;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001C;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001D;MAIN DECK;5424;8;18013,25;0;27;57;DIAPHRAGM VALVE;ADV;FW;3;-1
ADV-5424001E;MAIN DECK;5424;8;18013,25;0;27;57;DIAPHRAGM VALVE;ADV;FW;3;-1
ADV-5424001F;MAIN DECK;5424;8;18013,25;0;27;57;DIAPHRAGM VALVE;ADV;FW;3;-1
ADV-5424001G;MAIN DECK;5424;8;18013,25;0;27;57;DIAPHRAGM VALVE;ADV;FW;3;-1
ADV-5424001H;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001J;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001K;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001L;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001M;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001N;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424001P;MAIN DECK;5424;8;18,01325;0;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424505;MAIN DECK;5424;6;18,01325;21;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424506;MAIN DECK;5424;6;18,01325;21;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
ADV-5424507;MAIN DECK;5424;6;18,01325;21;27;57;DIAPHRAGM VALVE;ADV;FW;4;-1
BDV-1223019;M-10B;1223;6;17,01325;0;96;110;BALL;BDV;PC;4;-1
BDV-1223042;M-10;1223;4;35,01;-46;50;110;BALL;BDV;PC;0;0
BDV-1223090;M-10;1223;6;31,01;0;39;110;BALL;BDV;PC;4;0
BDV-1225008A;M-05B;1225;6;15,01325;0;23;95;BALL;BDV;PC;4;0
BDV-1225008B;M-05B;1225;6;15,01325;0;23;95;BALL;BDV;PC;4;0
BDV-1225015A;M-05B;1225;10;17,01325;0;35;108;BALL;BDV;PC;1;0
BDV-1225015B;M-05B;1225;16;17,01325;0;35;108;BALL;BDV;PC;1;0
BDV-1231002A;M-03;1231;4;276,01325;-46;74;113;BALL;BDV;P;0;0
BDV-1231002B;M-03;1231;4;276,01325;-46;74;113;BALL;BDV;P;0;0
BDV-1231002C;M-03;1231;4;276,01325;-46;74;113;BALL;BDV;P;0;0
BDV-1231047;M-03;1231;4;276,01325;-46;35;70;BALL;BDV;P;0;0
BDV-1231048;M-09;1231;4;276,01325;-46;35;70;BALL;BDV;P;0;0
BDV-1231078B;M-03;1231;4;149,01325;-46;95;147;BALL;BDV;P;2;-1
BDV-1231078C;M-03;1231;4;149,01325;-46;95;147;BALL;BDV;P;2;-1
BDV-1231088;M-09;1231;4;276,01325;-46;35;70;BALL;BDV;P;0;0
BDV-1233002;M-06;1233;6;79,01325;-46;23;70;BALL;BDV;PC;0;0
BDV-1233020;M-06;1233;4;79,01325;-46;35;310;BALL;BDV;PC;2;-1
BDV-1233021;M-06;1233;4;79,013;-46;25;75;BALL;BDV;PC;0;0
BDV-1233045;M-04;1233;4;79,013;-46;35;190;BALL;BDV;PC;2;0
BDV-1233050;M-04;1233;4;79,01325;-46;160;310;BALL;BDV;PC;2;-1
BDV-1235002;M-04;1235;4;79,01;-46;30;70;BALL;BDV;P;0;0
BDV-1235004;M-04;1235;4;79,01;-46;35;70;BALL;BDV;P;0;0
BDV-1238008;M-06;1238;6;79,01;-30;10;70;BALL;BDV;P;0;0
BDV-1252003;M-09;1252;4;596,01325;-50;40;114;GATE VALVE;BDV;P;0;-1
BDV-1252014A-1;M-07;1252;4;596,01325;-50;84;114;GATE VALVE;BDV;P;0;-1
BDV-1252014A-2;M-07;1252;4;596,01325;-50;84;114;GATE VALVE;BDV BLOCK;P;0;-1
BDV-1252014A-3;M-07;1252;4;596,01325;-50;84;114;GATE VALVE;BDV BLOCK;P;0;-1
BDV-1252014B-1;M-07;1252;4;596,01325;-50;84;114;GATE VALVE;BDV;P;0;-1
BDV-1252014B-2;M-07;1252;4;596,01325;-50;84;114;GATE VALVE;BDV BLOCK;P;0;-1
BDV-1252014B-3;M-07;1252;4;596,01325;-50;84;114;GATE VALVE;BDV;P;0;-1
BDV-1254014A;M-02;1254;4;79,01;-20;35;193;BALL;BDV;P;2;-1
BDV-1254043;M-02;1254;4;79,01325;-46;15;70;BALL;BDV;P;0;0
BDV-1350003;M-02;1350;4;15,01;0;40;70;BALL;BDV;P;4;0
BDV-5135001;M-07;5135;4;16,01325;-46;40;120;BALL;BDV;P;0;0
BDV-5135002B;M-13;5135;4;53,9;-46;69;110;BALL;BDV;FG;0;0
BDV-5135002C;M-12;5135;4;53,9;-46;69;110;BALL;BDV;FG;0;0
BDV-5135002D;M-12;5135;4;53,9;-46;69;110;BALL;BDV;FG;0;0
BDV-5135006;M-07;5135;4;54,7;-46;50;110;BALL;BDV;FG;0;0
BDV-5135015;M-07;5135;4;54,7;-46;50;110;BALL;BDV;FG;0;0
BDV-5135018;M-07;5135;2;15,01325;-29;50;110;BALL;BDV;FG;0;0
EV-5412004;M-01;5412;40;5,49325;-46;23;200;TRIPLE OFFSET BUTTERFLY;OTHER BLOCK;F;1;-1
EV-5412010;M-01;5412;32;5,49325;38;25;200;TRIPLE OFFSET BUTTERFLY;OTHER BLOCK;F;1;-1
EV-5412017;M-01;5412;40;5,49325;-46;23;200;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;F;1;-1
FV-1231005;M-03;1231;4;276,01325;-46;35;70;GLOBE;OTHER BLOCK;P;0;0
FV-1233050;M-06;1233;3;79,013;-46;35;70;GLOBE;OTHER BLOCK;PC;0;0
FV-1251004A;M-11;1251;6;365,84325;0;40;115;BALL;OTHER BLOCK;IW;4;0
FV-1251004B;M-11;1251;6;365,84325;0;40;115;BALL;OTHER BLOCK;IW;4;0
FV-1251004C;M-11;1251;6;365,84325;0;40;115;BALL;OTHER BLOCK;IW;4;0
FV-1251014;M-11B;1251;12;17,01325;5;25;45;GLOBE;OTHER BLOCK;SW;1;0
FV-1251016A;M-11;1251;10;21,01325;0;25;115;BALL;OTHER BLOCK;IW;1;0
FV-1251016B;M-11;1251;10;21,01325;0;25;115;BALL;OTHER BLOCK;IW;1;0
FV-1251016C;M-11;1251;10;21,01325;0;25;115;BALL;OTHER BLOCK;IW;1;0
FV-5262001;M-15;5262;36;17,01325;15;38;85;AXIAL ON-OFF;OTHER BLOCK;SW;1;-1
FV-5412012;M-01;5412;3;15,01325;-29;50;110;GLOBE;OTHER BLOCK;FG;0;0
HV-1210003P;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210003Q;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210003R;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210003S;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210005;M-09;1210;4;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210006N;M-09;1210;4;596,01325;-46;40;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210006P;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210006Q;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210006R;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210006S;M-09;1210;4;596,01325;-50;40;114;ANGULAR VALVE;CHOKE;P;0;-1
HV-1210008P;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210008Q;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210008R;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210008S;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210008X;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210008Y;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210009;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210011;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210012;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210012N;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012P;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012Q;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012R;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012S;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012T;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012U;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012V;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210012W;M-09;1210;6;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210013;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210014;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210015;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210016;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210017;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210018;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210019;M-09;1210;2;363,37;0;10;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210020;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210021;M-09;1210;6;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023B;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023C;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023D;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023F;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023G;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023H;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023J;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023K;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023L;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210023M;M-09;1210;12;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210025;M-09;1210;8;605;-46;40;110;GATE VALVE;OTHER BLOCK;PC;0;0
HV-1210026;M-09;1210;8;605;-46;40;110;GATE VALVE;OTHER BLOCK;PC;0;0
HV-1210027;M-09;1210;8;605;-46;40;110;GATE VALVE;OTHER BLOCK;PC;0;0
HV-1210028;M-09;1210;8;605;-46;40;110;GATE VALVE;OTHER BLOCK;PC;0;0
HV-1210030;M-09;1210;2;363,37;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1210033;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210034;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1210041A;M-09;1210;6;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210041B;M-09;1210;6;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1210054;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223001A;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223001B;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223001C;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223001D;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223001E;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223001F;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223001G;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223001H;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223001K;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223001L;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223001M;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223001N;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223004;M-09;1223;1,5;302;-50;-46;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1223005;M-09;1223;2;302;-46;10;110;ANGULAR VALVE;CHOKE;PC;0;-1
HV-1223006A;M-09;1223;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223017A;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223017B;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223017C;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223017D;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223017E;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223017F;M-09;1223;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
HV-1223017G;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223017H;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223017J;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223017K;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223017L;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223017M;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223017N;M-09;1223;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223018A;M-09;1223;10;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223018B;M-09;1223;10;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223030;M-09;1223;6;302,01325;0;35;115;BALL;DRAIN/UTILITY;D;4;0
HV-1223061;M-09;1223;10;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223063;M-09;1223;10;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223079;M-09;1223;10;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223098;M-09;1223;10;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
HV-1223107;M-10B;1223;12;21,01;0;40;110;BALL;OTHER BLOCK;P;1;0
HV-1244001A;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001B;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001C;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001D;M-09;1244;3;276,01325;-46;35;70;ANGLE GLOBE VALVE;OTHER BLOCK;P;0;0
HV-1244001E;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001F;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001G;M-09;1244;3;276,01325;-46;35;70;ANGLE GLOBE VALVE;OTHER BLOCK;P;0;0
HV-1244001H;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001J;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001K;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001L;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001M;M-09;1244;3;276,01325;-46;35;70;ANGULAR VALVE;CHOKE;P;0;-1
HV-1244001N;M-09;1244;3;276,01325;-46;35;70;ANGLE GLOBE VALVE;OTHER BLOCK;P;0;0
HV-1244003;M-09;1244;3;276,01325;-46;35;70;ANGLE GLOBE VALVE;OTHER BLOCK;P;0;0
HV-1244005;M-09;1244;3;302;-100;40;60;ANGULAR VALVE;CHOKE;P;0;-1
HV-1251001A;M-11;1251;14;21,01325;0;25;115;BALL;OTHER BLOCK;IW;1;0
HV-1251001B;M-11;1251;14;21,01325;0;25;115;BALL;OTHER BLOCK;IW;1;0
HV-1251001C;M-11;1251;14;21,01325;0;25;115;BALL;OTHER BLOCK;IW;1;0
HV-1251006A;M-11;1251;1,5;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1251006B;M-11;1251;1,5;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1251006C;M-11;1251;1,5;365,84325;0;40;115;ANGULAR VALVE;CHOKE;IW;4;-1
HV-1251013;M-11;1251;14;21,01325;0;25;115;BALL;OTHER BLOCK;IW;1;0
HV-1350501;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350502;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350503;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350504;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350505;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350506;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350507;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350508;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350509;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350510;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350511;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350512;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350513;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350514;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350515;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350516;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350517;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350518;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350519;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350520;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350521;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350522;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350523;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350524;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350525;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350526;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350527;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350528;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350529;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350530;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350531;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350532;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350533;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350534;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350535;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350536;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350537;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350538;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350540;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350541;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350543;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350544;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350545;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350546;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350547;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
