TAG,PC1,PC2,CLUSTER_KMEANS,CLUSTER_DBSCAN,TYPE_NORM,VALVE_APP_NORM,FLUID_CODE_NORM
ADV-5423001A,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001B,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001C,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001D,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001E,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001F,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001G,-1.2846610029259082,0.7453796385372052,1.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001H,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001J,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001K,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001L,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001M,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001N,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001P,-1.11338330500089,0.26087645328837583,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001Q,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001R,-1.2846610029259082,0.7453796385372052,1.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001S,-1.0277444560383806,0.018624860663961084,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001T,-1.0277444560383806,0.018624860663961084,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001U,-0.9421056070758715,-0.22362673196045355,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001V,-0.9421056070758715,-0.22362673196045355,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001W,-1.6794040578024936,1.395547754884621,1.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001X,-0.9206958948352443,-0.28418963011655723,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5423001Y,-0.9206958948352443,-0.28418963011655723,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001A,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001B,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001C,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001D,-1.4806457925084047,-3.617552932176244,3.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001E,-1.4806457925084047,-3.617552932176244,3.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001F,-1.4806457925084047,-3.617552932176244,3.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001G,-1.4806457925084047,-3.617552932176244,3.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001H,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001J,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001K,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001L,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001M,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001N,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424001P,-1.1990221539633992,0.5031280459127904,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424505,-1.422487510914966,0.6687929770113771,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424506,-1.422487510914966,0.6687929770113771,4.0,0,DIAPHRAGM VALVE,ADV,FW
ADV-5424507,-1.422487510914966,0.6687929770113771,4.0,0,DIAPHRAGM VALVE,ADV,FW
BDV-1223019,0.7762047364050343,1.2827588574944337,4.0,0,BALL,BDV,PC
BDV-1223042,0.7778778943089398,-0.45449096873224304,0.0,0,BALL,BDV,PC
BDV-1223090,-0.1667068871589688,0.5393644516173445,4.0,0,BALL,BDV,PC
BDV-1225008A,-0.6428884770929202,0.2996980549007786,4.0,0,BALL,BDV,PC
BDV-1225008B,-0.6428884770929202,0.2996980549007786,4.0,0,BALL,BDV,PC
BDV-1225015A,-0.4321615993402073,0.9703886701496385,1.0,0,BALL,BDV,PC
BDV-1225015B,-0.6890781462277349,1.6971434480228824,1.0,0,BALL,BDV,PC
BDV-1231002A,1.2133927031168683,-0.19090759066400037,0.0,0,BALL,BDV,P
BDV-1231002B,1.2133927031168683,-0.19090759066400037,0.0,0,BALL,BDV,P
BDV-1231002C,1.2133927031168683,-0.19090759066400037,0.0,0,BALL,BDV,P
BDV-1231047,-0.0388147160581851,-0.7992830060594662,0.0,0,BALL,BDV,P
BDV-1231048,-0.0388147160581851,-0.7992830060594662,0.0,0,BALL,BDV,P
BDV-1231078B,2.0428053805579993,0.19147101172007722,2.0,0,BALL,BDV,P
BDV-1231078C,2.0428053805579993,0.19147101172007722,2.0,0,BALL,BDV,P
BDV-1231088,-0.0388147160581851,-0.7992830060594662,0.0,0,BALL,BDV,P
BDV-1233002,-0.31983212982112175,-0.6677502441677035,0.0,0,BALL,BDV,PC
BDV-1233020,3.3533319552044625,-0.185260397027045,2.0,0,BALL,BDV,PC
BDV-1233021,-0.1305108519365949,-0.8721778886135286,0.0,0,BALL,BDV,PC
BDV-1233045,1.6588001385421844,-0.46971639359422207,2.0,0,BALL,BDV,PC
BDV-1233050,5.420640235554143,1.4379618127340026,2.0,0,BALL,BDV,PC
BDV-1235002,-0.11842396629685854,-0.8191006488367201,0.0,0,BALL,BDV,P
BDV-1235004,-0.03573163508287137,-0.7541717604462782,0.0,0,BALL,BDV,P
BDV-1238008,-0.7703401065260413,-0.5257710678898814,0.0,0,BALL,BDV,P
BDV-1252003,0.719074973272752,-0.7810278914425036,0.0,0,GATE VALVE,BDV,P
BDV-1252014A-1,1.4467674879558396,-0.20965367360661494,0.0,0,GATE VALVE,BDV,P
BDV-1252014A-2,1.4467674879558396,-0.20965367360661494,0.0,0,GATE VALVE,BDV BLOCK,P
BDV-1252014A-3,1.4467674879558396,-0.20965367360661494,0.0,0,GATE VALVE,BDV BLOCK,P
BDV-1252014B-1,1.4467674879558396,-0.20965367360661494,0.0,0,GATE VALVE,BDV,P
BDV-1252014B-2,1.4467674879558396,-0.20965367360661494,0.0,0,GATE VALVE,BDV BLOCK,P
BDV-1252014B-3,1.4467674879558396,-0.20965367360661494,0.0,0,GATE VALVE,BDV,P
BDV-1254014A,1.3184630355888227,0.04243520027488961,2.0,0,BALL,BDV,P
BDV-1254043,-0.36650101080099207,-1.0138880582168253,0.0,0,BALL,BDV,P
BDV-1350003,-0.6291231137604227,0.21894374913472783,4.0,0,BALL,BDV,P
BDV-5135001,0.7540015141486677,-0.5562940595520398,0.0,0,BALL,BDV,P
BDV-5135002B,1.0918131263290087,-0.212086763262418,0.0,0,BALL,BDV,FG
BDV-5135002C,1.0918131263290087,-0.212086763262418,0.0,0,BALL,BDV,FG
BDV-5135002D,1.0918131263290087,-0.212086763262418,0.0,0,BALL,BDV,FG
BDV-5135006,0.7775697477966161,-0.45899972899951613,0.0,0,BALL,BDV,FG
BDV-5135015,0.7775697477966161,-0.45899972899951613,0.0,0,BALL,BDV,FG
BDV-5135018,0.6136024760789116,-0.36194542097801075,0.0,0,BALL,BDV,FG
EV-5412004,0.06120082401713606,3.7755227029417178,1.0,0,TRIPLE OFFSET BUTTERFLY,OTHER BLOCK,F
EV-5412010,-0.7995836713035365,4.464153982692242,1.0,0,TRIPLE OFFSET BUTTERFLY,OTHER BLOCK,F
EV-5412017,0.06120082401713606,3.7755227029417178,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,F
FV-1231005,-0.0388147160581851,-0.7992830060594662,0.0,0,GLOBE,OTHER BLOCK,P
FV-1233050,0.007087742448686085,-0.8752982437204359,0.0,0,GLOBE,OTHER BLOCK,PC
FV-1251004A,-0.0848030349538027,0.4875299973869166,4.0,0,BALL,OTHER BLOCK,IW
FV-1251004B,-0.0848030349538027,0.4875299973869166,4.0,0,BALL,OTHER BLOCK,IW
FV-1251004C,-0.0848030349538027,0.4875299973869166,4.0,0,BALL,OTHER BLOCK,IW
FV-1251014,-1.6464105560357876,1.0305660395796257,1.0,0,GLOBE,OTHER BLOCK,SW
FV-1251016A,-0.49876117183086044,0.8562082139074773,1.0,0,BALL,OTHER BLOCK,IW
FV-1251016B,-0.49876117183086044,0.8562082139074773,1.0,0,BALL,OTHER BLOCK,IW
FV-1251016C,-0.49876117183086044,0.8562082139074773,1.0,0,BALL,OTHER BLOCK,IW
FV-5262001,-2.0414252212446495,4.395464909170038,1.0,0,AXIAL ON-OFF,OTHER BLOCK,SW
FV-5412012,0.5707830515976571,-0.24081962466580348,0.0,0,GLOBE,OTHER BLOCK,FG
HV-1210003P,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210003Q,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210003R,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210003S,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210005,0.11216087804928708,-1.0350593995611743,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210006N,0.03886964745932813,-0.8076300590365916,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210006P,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210006Q,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210006R,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210006S,0.719074973272752,-0.7810278914425036,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1210008P,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210008Q,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210008R,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210008S,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210008X,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210008Y,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210009,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210011,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210012,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210012N,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012P,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012Q,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012R,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012S,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012T,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012U,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012V,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210012W,-0.0848030349538027,0.4875299973869166,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210013,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210014,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210015,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210016,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210017,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210018,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210019,-0.4096406181998785,-0.3859801753233537,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210020,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210021,0.02652202908677791,-0.7928078069367598,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023B,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023C,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023D,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023F,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023G,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023H,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023J,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023K,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023L,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210023M,-0.23039451780074965,-0.0660530290635159,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210025,0.43229524799559316,-0.23036604095210894,0.0,0,GATE VALVE,OTHER BLOCK,PC
HV-1210026,0.43229524799559316,-0.23036604095210894,0.0,0,GATE VALVE,OTHER BLOCK,PC
HV-1210027,0.43229524799559316,-0.23036604095210894,0.0,0,GATE VALVE,OTHER BLOCK,PC
HV-1210028,0.43229524799559316,-0.23036604095210894,0.0,0,GATE VALVE,OTHER BLOCK,PC
HV-1210030,0.08651336908404475,0.0035931550192976796,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1210033,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210034,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1210041A,0.02652202908677791,-0.7928078069367598,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210041B,0.02652202908677791,-0.7928078069367598,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1210054,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1223001A,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223001B,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223001C,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223001D,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223001E,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223001F,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223001G,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223001H,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223001K,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223001L,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223001M,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223001N,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223004,-0.6480676787415518,-2.1427758257856895,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1223005,0.19779972701179632,-1.277310992185589,0.0,0,ANGULAR VALVE,CHOKE,PC
HV-1223006A,-0.05911681987573123,-0.5505562143123451,0.0,0,BALL,OTHER BLOCK,PC
HV-1223017A,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223017B,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223017C,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223017D,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223017E,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223017F,-0.3160333667632588,0.17619856356089864,1.0,0,BALL,OTHER BLOCK,PC
HV-1223017G,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223017H,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223017J,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223017K,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223017L,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223017M,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223017N,-0.23039451780074965,-0.0660530290635159,0.0,0,BALL,OTHER BLOCK,PC
HV-1223018A,-0.14475566883824048,-0.30830462168793044,0.0,0,BALL,OTHER BLOCK,PC
HV-1223018B,-0.14475566883824048,-0.30830462168793044,0.0,0,BALL,OTHER BLOCK,PC
HV-1223030,-0.16649643311133389,0.43721736942613665,4.0,0,BALL,DRAIN/UTILITY,D
HV-1223061,-0.14475566883824048,-0.30830462168793044,0.0,0,BALL,OTHER BLOCK,PC
HV-1223063,-0.14475566883824048,-0.30830462168793044,0.0,0,BALL,OTHER BLOCK,PC
HV-1223079,-0.14475566883824048,-0.30830462168793044,0.0,0,BALL,OTHER BLOCK,PC
HV-1223098,-0.14475566883824048,-0.30830462168793044,0.0,0,BALL,OTHER BLOCK,PC
HV-1223107,-0.40692846881318406,1.2813948803364132,1.0,0,BALL,OTHER BLOCK,P
HV-1244001A,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001B,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001C,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001D,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGLE GLOBE VALVE,OTHER BLOCK,P
HV-1244001E,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001F,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001G,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGLE GLOBE VALVE,OTHER BLOCK,P
HV-1244001H,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001J,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001K,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001L,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001M,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1244001N,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGLE GLOBE VALVE,OTHER BLOCK,P
HV-1244003,0.0040047084230694805,-0.9204088023716737,0.0,0,ANGLE GLOBE VALVE,OTHER BLOCK,P
HV-1244005,0.7399187512111804,-1.9340634251457127,0.0,0,ANGULAR VALVE,CHOKE,P
HV-1251001A,-0.6700388697558787,1.3407113991563062,1.0,0,BALL,OTHER BLOCK,IW
HV-1251001B,-0.6700388697558787,1.3407113991563062,1.0,0,BALL,OTHER BLOCK,IW
HV-1251001C,-0.6700388697558787,1.3407113991563062,1.0,0,BALL,OTHER BLOCK,IW
HV-1251006A,0.10788437521184296,-0.057536086018016484,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1251006B,0.10788437521184296,-0.057536086018016484,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1251006C,0.10788437521184296,-0.057536086018016484,4.0,0,ANGULAR VALVE,CHOKE,IW
HV-1251013,-0.6700388697558787,1.3407113991563062,1.0,0,BALL,OTHER BLOCK,IW
HV-1350501,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350502,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350503,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350504,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350505,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350506,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350507,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350508,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350509,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350510,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350511,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350512,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350513,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350514,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350515,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350516,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350517,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350518,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350519,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350520,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350521,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350522,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350523,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350524,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350525,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350526,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350527,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350528,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350529,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350530,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350531,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350532,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350533,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350534,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350535,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350536,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350537,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350538,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350540,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350541,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350543,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350544,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350545,-1.2783524574437592,1.0332419909076878,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350546,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350547,-1.1129677950157848,1.1630997676885715,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350548,-1.2783618473831901,1.0331045985176235,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350549,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
HV-1350550,-1.1129771849552157,1.1629623752985072,1.0,0,BUTTERFLY (DOUBLE OFFSET),OTHER BLOCK,CV
